Colorado Building ID,Building Street Address (ESPM),Building City (ESPM),Latitude,Longitude,Gross Floor Area (Tax Assessor),Primary Property Type - Portfolio Manager-Calculated,Weather Normalized Site EUI (kBtu/ft²),Gross Floor Area (ESPM),Total GHG Emissions (Metric Tons CO2e),Building Street Address (Tax Assessor)
3972,1155 ASH STREET,DENVER,39.7338099,-104.9386807,108921.0,MULTIFAMILY HOUSING,,108921,,1155 ASH STREET
4332,655 South Monaco Parkway,Denver,39.7054507,-104.9147944,347465.0,K-12 School,51.0,347465.0,1364.08,655 SOUTH MONACO PARKWAY
5653,7001 E. Belleview Avenue,Denver,39.6246748,-104.9044397,318057.0,Mixed Use Property,63.1,369012.0,2937.07,7001 E. BELLEVIEW AVENUE
5611,700 17TH ST,DENVER,39.7463137,-104.9914669,220495.0,OFFICE,,220495,,700 17TH ST
5757,745 S. Alton Way,Denver,39.700603,-104.8783824,59348.0,Multifamily Housing,37.1,59348.0,147.59,745 S. ALTON WAY
3735,2300 South Saint Paul Street,Denver,39.6745176,-104.9500958,66092.0,K-12 School,36.1,66092.0,182.84,2300 SOUTH SAINT PAUL STREET
5617,1781 York St,Denver,39.7445878,-104.9601603,214193.0,Multifamily Housing,42.7,214193.0,942.94,1781 YORK ST
5678,1020 15th St.,Denver,39.7462802,-104.9968463,605271.0,Multifamily Housing,58.3,605271.0,3066.40,1020 15TH ST.
3783,1001 East Yale Avenue,Denver,39.6683111,-104.9752568,166993.0,Senior Living Community,22.2,166993.0,411.13,1001 E. YALE AVE.
5665,6950 E Chenango Ave,Denver,39.6252616,-104.9057798,356009.0,Multifamily Housing,53.9,373511.0,1988.83,6950 E CHENANGO AVE
3979,4300 E 9th Ave,Denver,39.7302523,-104.9366038,362430.0,Multifamily Housing,45.0,362430.0,1515.29,4300 E 9TH AVE
3995,451 Clermont St.,Denver,39.7238022,-104.9355797,156898.0,K-12 School,53.1,156898.0,612.04,451 CLERMONT ST.
5247,175 E. 7th Avenue,Denver,39.7275984,-104.9852638,82750.0,Multifamily Housing,45.2,105741.0,477.65,175 E. 7TH AVENUE
4447,4225 East Mexico Avenue,Denver,39.6859648,-104.9380177,117894.0,Multifamily Housing,60.1,134618.0,514.59,4225 E MEXICO AVE
6393,4875 MOLINE ST,DENVER,39.7848799,-104.8553384,98304.0,DISTRIBUTION CENTER,,98304,,4875 MOLINE ST
5339,7520 W. Amherst Ave.,Denver,39.6645354,-105.0794882,157637.0,Multifamily Housing,66.6,188691.0,900.72,7520 W. AMHERST AVENUE
5684,1700 LINCOLN ST.,DENVER,39.744282,-104.9849291,1316894.0,OFFICE,,1316894,,1700 LINCOLN ST.
4602,2775 S Brook Dr,Denver,39.6664849,-104.9356263,164765.0,Multifamily Housing,37.7,135943.0,557.55,2775 S BROOK DR
C10038,970 28th St,Boulder,40.0062746,-105.257332,208915.0,Multifamily Housing,19.7,208915.0,556.98,970 28TH ST
6256,93 N Quebec St,Denver,39.7183766,-104.9037835,29755.0,Retail Store,106.7,29833.0,340.38,93 N QUEBEC
4364,7150 Leetsdale Drive,Denver,39.6982272,-104.90494,,Mixed Use Property,103.8,93975.0,899.19,7150 LEETSDALE DRIVE
5125,100 St. Paul Street,Denver,39.7183236,-104.9506584,158520.0,Mixed Use Property,75.2,158520.0,1282.84,100 ST. PAUL STREET
C10085,13095 Pecos St.,Westminster,39.9352723,-105.0071628,72357.0,K-12 School,45.3,72357.0,300.85,13095 PECOS ST
5737,3333 South Havana Street,Denver,39.6587985,-104.8673964,85063.0,K-12 School,44.1,85063.0,360.31,3333 SOUTH HAVANA STREET
5688,2929 W 32nd Ave,Denver,39.762261,-105.0241217,88394.0,Data Center,56.2,88394.0,688.95,2929 W 32ND AVE
5249,1775 W. Mosier Pl,Denver,39.6959864,-105.0082274,68706.0,Multifamily Housing,27.7,67666.0,163.89,1775 W. MOSIER PL
6257,4057 W Colfax Ave,Denver,39.740596,-105.0399427,132036.0,Multifamily Housing,46.0,168974.0,919.76,4057 W COLFAX AVE
5730,19451 East Maxwell Place,Denver,39.7950428,-104.7630468,84485.0,K-12 School,43.9,84485.0,443.08,19451 EAST MAXWELL PLACE
6350,5173 N BEELER ST,DENVER,39.76654,-104.8797427,86486.0,RESIDENTIAL-MULTI,,86486,,5173 N BEELER ST
4900,7887 E. Belleview,Denver,39.6255798,-104.8970366,212999.0,Office,39.2,212999.0,1024.31,7887 E BELLEVIEW AVE
5546,8930 E. Hampden Avenue,Denver,39.651776,-104.884049,76225.0,Self-Storage Facility,15.4,76225.0,96.58,8930 E. HAMPDEN AVENUE
6395,2001 Blake St,Denver,39.7558823,-104.9941781,1010926.0,Stadium (Open),64.5,1010926.0,8894.22,2195 BLAKE ST
5237,1675 Larimer St.,Denver,39.7500843,-104.9969816,120093.0,Office,45.2,120093.0,754.66,1675 LARIMER ST.
C10016,1255 10TH STREET MALL,Denver,39.7446602,-105.0043891,126712.0,College/University,49.8,126712.0,565.70,1255 10TH ST PLAZA
4948,5500 W Hampden S Frontage Rd,Denver,39.6524904,-105.0561068,68023.0,Self-Storage Facility,2.8,68023.0,18.66,5500 W HAMPDEN S FRONTAGE RD
3737,2449 S. COLORADO BLVD,DENVER,39.6721352,-104.9416232,113456.0,MULTIFAMILY HOUSING,,113456,,2449 S. COLORADO BLVD
5862,550 Park Ave W,Denver,39.7499506,-104.9837691,352178.0,Multifamily Housing,58.2,350652.0,2036.33,550 PARK AVE
5343,2880 S. Locust St.,Denver,39.665082,-104.9133279,160638.0,Multifamily Housing,63.4,160638.0,754.57,2880 S. LOCUST ST.
5363,3130 South Sheridan Boulevard,Denver,39.6544125,-105.0494378,131833.0,Retail Store,41.6,117452.0,407.67,3130 SOUTH SHERIDAN BOULEVARD
4055,85 & 89 Rampart Way,Denver,39.7192946,-104.8988673,74286.0,Multifamily Housing,41.8,74286.0,288.37,85 & 89 RAMPART WAY
5349,10406 W. Martin Luther King Jr. Blvd.,Denver,39.759463,-104.8671472,61101.0,Supermarket/Grocery Store,148.9,63767.0,1054.68,10406 MARTIN LUTHER KING JR BLVD
C10801,208 Edgemont Blvd,Alamosa,37.4705606,-105.8804912,63340.0,College/University,,63340.0,,210 EDGEMONT BLVD
5539,8555 W Belleview Ave,Littleton,39.6246246,-105.0919463,98682.0,Mixed Use Property,,98682.0,,8555 W BELLEVIEW AVE
5252,1792 Wynkoop Street,Denver,39.753358,-104.99854,63095.0,Restaurant,108.4,79594.0,742.88,1792 WYNKOOP STREET
5571,360 S. Monroe Street,Denver,39.7102343,-104.9445994,350023.0,Multifamily Housing,48.0,357895.0,1503.35,360 S. MONROE STREET
3790,2344 E. ILIFF AVE.,Denver,39.6741942,-104.9600116,181298.0,Performing Arts,55.6,181298.0,984.86,2344 E. ILIFF AVE.
C16351,13517 CR8,Ft. Lupton,40.0847055,-104.8130275,82200.0,Manufacturing/Industrial Plant,45.2,82100.0,315.59,13517 COUNTY ROAD 8
5657,1776 Broadway,Denver,39.7444095,-104.9865305,364000.0,Multifamily Housing,36.7,364000.0,1807.56,1776 BROADWAY
C16304,1501 65TH AVE,GREELEY,40.4154979,-104.7878298,67456.0,FITNESS CENTER/HEALTH CLUB/GYM,,67456,,1501 65TH AVE
4614,6460 E Yale Ave,Denver,39.6659865,-104.9138272,,Supermarket/Grocery Store,165.7,62352.0,1226.12,6460 EAST YALE AVE.
6258,1650 N Raleigh St,Denver,39.7434847,-105.0412534,479180.0,Multifamily Housing,25.6,479180.0,1179.02,1650 N RALEIGH ST
C16327,111 E 26TH ST,GREELEY,40.396111,-104.6762609,73459.0,K-12 SCHOOL,,73459,,111 E 26TH ST
C10176,1000 W 104th Ave,Northglen,39.8838055,-104.9982372,107000.0,Other - Mall,51.7,57988.0,377.80,1000 W 104TH AVE
4953,6255 W. Quincy Ave.,Denver,39.6407769,-105.0659704,67500.0,Social/Meeting Hall,100.2,94000.0,718.94,6255 W QUINCY AVE
5373,3234 N Navajo street,Denver,39.7630194,-105.0039791,75000.0,Multifamily Housing,,75000.0,,3234 NAVAJO ST
C10010,1150 10TH STREET,Denver,39.7428208,-105.0040549,128139.0,College/University,46.9,128138.0,603.99,1150 10TH STREET
C10086,16434 WASHINGTON ST,THORNTON,39.99463,-104.9717789,51729.0,SUPERMARKET/GROCERY STORE,,51729,,16434 WASHINGTON ST
6202,1616 S Broadway,Denver,39.6874508,-104.9871942,60367.0,Multifamily Housing,26.7,60367.0,172.66,1616 SOUTH BROADWAY
5618,1881 16th Street,Denver,39.7529365,-105.0018751,234824.0,Hotel,118.9,232832.0,2487.45,1881 16TH STREET
3746,2201 S Gaylord,Denver,39.6760221,-104.9621561,79543.0,College/University,45.3,80553.0,332.35,2201 S GAYLORD
5593,828 Broadway,Denver,39.7296022,-104.9865305,147212.0,Multifamily Housing,60.3,147212.0,898.00,828 BROADWAY
6347,7200 East 36th Avenue,Denver,39.7671079,-104.9048686,80400.0,Self-Storage Facility,7.4,78940.0,54.54,7200 E 36TH AVE
6259,801 15th St,Denver,39.7452447,-104.9942445,264893.0,Hotel,64.7,264893.0,1539.32,801 15TH ST
5581,1255 19th St,Denver,39.7521585,-104.9930852,201168.0,Multifamily Housing,71.4,201168.0,1373.61,1255 19TH ST
4369,6800 E TENNESSEE AVE,DENVER,39.6981033,-104.9095021,,,,,,6800 E TENNESSEE AVE
5718,1449 WYNKOOP ST,DENVER,39.7510226,-105.0026892,90374.0,NON-REFRIGERATED WAREHOUSE,,90374,,1449 WYNKOOP ST
4448,1625 S BIRCH STREET,DENVER,39.6870442,-104.9365966,217304.0,MULTIFAMILY HOUSING,,217304,,1625 S BIRCH STREET
5833,16505 GREEN VALLEY RANCH BLVD,DENVER,39.7841923,-104.7950488,302019.0,MULTIFAMILY HOUSING,,302019,,16505 GREEN VALLEY RANCH BLVD
5839,2979 Uinta Street,Denver,39.7595035,-104.8930791,63282.0,Senior Living Community,54.6,30780.0,381.69,2979 UINTA ST.
5690,725 S Pennsylvania St,Denver,39.703208,-104.9819595,61122.0,Data Center,95.8,61122.0,794.49,725 S PENNSYLVANIA ST
5629,11351 E 45th Ave,Denver,39.7815572,-104.8570755,255680.0,Non-Refrigerated Warehouse,23.8,255767.0,390.27,11351 E. 45TH AVE
5759,715 S. Alton Way,Denver,39.7015518,-104.8798598,61030.0,Multifamily Housing,39.8,61030.0,179.18,715 S. ALTON WAY
5658,3550 W 38th Ave,Denver,39.768435,-105.0341308,544106.0,Multifamily Housing,53.4,358061.0,1922.12,3550 W 38TH AVE
4374,6611 LEETSDALE DRIVE,DENVER,39.7027087,-104.9110533,62320.0,Government,,62320,,6611 LEETSDALE DRIVE
5720,1350 N Grant St,Denver,39.7372812,-104.9832442,173338.0,Multifamily Housing,63.7,155891.0,1138.72,1350 GRANT STREET
4617,6343 E. Girard Place,Denver,39.654854,-104.9172589,391543.0,Multifamily Housing,42.1,391543.0,1532.05,6343 E. GIRARD PLACE
3791,2101 E. Wesley,Denver,39.6734682,-104.9627096,64770.0,Laboratory,159.7,64831.0,959.00,2101 E. WESLEY
5813,2240 Clay Street,Denver,39.7506527,-105.020234,78840.0,Multifamily Housing,28.8,89317.0,252.85,2240 CLAY STREET
4737,8960 E Hmpden Ave,Denver,39.652018,-104.8835145,53690.0,Strip Mall,99.6,53690.0,425.90,8960 E HMPDEN AVE
5575,2900 E. 16th Ave.,Denver,39.7418545,-104.953389,155744.0,Multifamily Housing,61.6,214345.0,1254.38,2900 E. 16TH AVE.
5376,3270 Blake Street,Denver,39.7659836,-104.9787846,72532.0,Self-Storage Facility,10.0,108468.0,131.94,3270 BLAKE STREET
5266,191 Clayton Ln,Denver,39.7191489,-104.9559784,52856.0,Multifamily Housing,31.4,52856.0,122.72,191 CLAYTON LN
5403,3857 STEELE ST,DENVER,39.770468,-104.9584163,286350.0,Government,,286350,,3857 STEELE ST
6348,3601 Brighton Blvd,Denver,39.7716656,-104.9776959,80892.0,Hotel,70.5,82749.0,615.56,3601 N BRIGHTON BLVD
6318,3235 Larimer Street,DENVER,39.7651541,-104.9776024,261409.0,Multifamily Housing,38.6,277035.0,1097.84,3235 LARIMER STREET
5555,955 Decatur St.,Denver,39.7323334,-105.0225932,64000.0,Vehicle Repair Services,47.9,64000.0,238.69,955 DECATUR ST
6045,1847 CALIFORNIA ST,DENVER,39.7484478,-104.9894108,808198.0,LODGINGRESIDENTIAL,,808198,,1847 CALIFORNIA ST
5493,6501 E. Belleview Ave.,Englewood,39.624864,-104.9104229,90712.0,Office,43.0,100100.0,578.90,6501 E. BELLEVIEW AVE.
6349,"5120 N Broadway, Denver, CO 80216, USA",Denver,39.7785103,-104.9876178,,Multifamily Housing,43.8,84015.0,425.75,5125 N LINCOLN ST
C10003,2525 13th St,Boulder,40.0239642,-105.2810113,94818.0,Mixed Use Property,,40524.0,,2525 13TH ST 101
5597,2100 Delgany St,Denver,39.7578908,-104.9962755,164182.0,Multifamily Housing,54.2,206364.0,1097.99,2100 DELGANY ST
5022,7887 W TUFTS AVE,DENVER,39.6340898,-105.0848213,,,,,,7887 W TUFTS AVE
5226,535 16th Street,Denver,39.7444221,-104.9909332,81600.0,Office,64.9,92476.0,827.92,535 16TH STREET
5458,5005 E Evans Ave,Denver,39.678866,-104.9275694,76269.0,Self-Storage Facility,2.4,76269.0,19.71,5005 E EVANS AVE
5619,415 S. Cherokee Street,Denver,39.7092913,-104.9926009,189677.0,Multifamily Housing,32.6,319850.0,1027.25,415 S. CHEROKEE STREET
C10165,201 E. 58th Avenue,Denver,39.8046588,-104.9848903,56873.0,Manufacturing/Industrial Plant,,200000.0,,201 E 58TH AVE
6261,865 Albion St,Denver,39.7302978,-104.9400044,99544.0,Office,66.6,134249.0,1211.66,865 ALBION ST
5840,3885 Tennyson,Denver,39.7708317,-105.0443717,63380.0,Multifamily Housing,30.2,56310.0,170.19,3885 TENNYSON ST
4375,5100 LEETSDALE DRIVE,DENVER,39.7072455,-104.9275694,138000.0,MULTIFAMILY HOUSING,,138000,,5100 LEETSDALE DRIVE
4016,8580 E LOWRY BLVD,DENVER,39.721445,-104.8859344,100000.0,Ice/Curling Rink,90.3,110262.0,939.87,8580 E LOWRY BLVD
5834,4210 Fraser Way,Denver,39.7741641,-104.8114454,60000.0,Multifamily Housing,49.3,58606.0,256.26,4210 FRASER WAY
5761,725 S. Alton Way,Denver,39.7010536,-104.8800504,61030.0,Multifamily Housing,37.9,61030.0,174.85,725 S. ALTON WAY
4452,4175 E. Mexico Ave,Denver,39.6861434,-104.9385665,53677.0,Multifamily Housing,42.0,53677.0,180.59,4175 E. MEXICO AVE
5705,1881 Curtis Street,Denver,39.7499355,-104.9918678,360000.0,Multifamily Housing,70.0,588493.0,4300.99,1881 CURTIS STREET
4001,451 Newport Street,Denver,39.722529,-104.9101345,77445.0,K-12 School,61.3,77445.0,320.87,451 NEWPORT STREET
5630,1475 California St,Denver,39.7442577,-104.9938546,224653.0,Hotel,195.2,224653.0,3130.90,1475 CALIFORNIA STREET
5623,2450 S University Blvd,Denver,39.6721186,-104.9590631,242189.0,Multifamily Housing,65.5,239669.0,1783.02,2450 S UNIVERSITY BLVD
3752,2142 S High,Denver,39.6775748,-104.9649142,54288.0,College/University,68.8,54288.0,338.22,2142 S HIGH
4061,8001 East Cedar Avenue,Denver,39.7128155,-104.8964548,81405.0,K-12 School,54.8,79714.0,387.76,8001 EAST CEDAR AVENUE
5864,2080 California St,Denver,39.7495036,-104.9863978,353636.0,Multifamily Housing,50.6,353636.0,1473.46,2080 CALIFORNIA ST
4380,5250 Leetsdale Drive,Denver,39.7073736,-104.9263034,,,,,,5250 LEETSDALE
5842,3575 Ringsby Ct.,Denver,39.7738376,-104.9806882,140437.0,Office,31.0,143541.0,611.62,3575 RINGSBY CT
5835,4667 N CENTRAL PARK BLVD,DENVER,39.7814554,-104.8832717,74341.0,HOTEL,,74341,,4667 N CENTRAL PARK BLVD
5836,9300 - 9430 E. 40th Ave,Denver,39.773066,-104.8784823,156992.0,Mixed Use Property,50.8,157942.0,743.54,9420 E. 40TH AVE
5762,695 S. Alton Way,Denver,39.7022235,-104.8802961,61030.0,Multifamily Housing,40.6,61030.0,182.65,695 S. ALTON WAY
C10017,955 LAWRENCE STREET,Denver,39.7452405,-105.0007277,119972.0,College/University,57.3,119101.0,692.03,955 LAWRENCE STREET
5631,1550 Raleigh St,Denver,39.688838,-105.0419084,275643.0,Multifamily Housing,63.6,275643.0,1637.74,1550 RALEIGH ST
C12086,1745 MAIN ST,LONGMONT,40.1903813,-105.1039824,67218.0,RETAIL,,67218,,1745 MAIN ST
5381,3372 W 38th Ave,Denver,39.7690795,-105.031764,54717.0,MULTIFAMILY HOUSING,,54717,,3372 WEST 38TH AVE
6355,3500 N UINTA ST,DENVER,39.7654608,-104.8916229,104950.0,RESIDENTIAL-MULTI,,104950,,3500 N UINTA ST
C10011,1155 10TH STREET MALL,Denver,39.7433203,-105.0033665,184857.0,College/University,62.6,184856.0,1245.72,1155 10TH STREET MALL
C10089,580 E 144TH AVE,THORNTON,39.9567774,-104.9793417,52142.0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,,52142,,580 E 144TH AVE
5598,910 15TH ST,DENVER,39.745636,-104.9956363,188272.0,DATA CENTER,,188272,,910 15TH ST. #1050
5267,1910 S. Josephine St.,Denver,39.6814725,-104.9575949,265436.0,Multifamily Housing,37.6,265436.0,896.67,1910 S. JOSEPHINE ST.
6058,8568 E 49TH AVE,DENVER,39.7802271,-104.8889254,,,,,,8568 E 49TH AVE
5562,9950 E. 40th Ave,Denver,39.7727248,-104.8737599,96265.0,Distribution Center,47.8,105800.0,423.35,9950 E. 40TH AVE
6262,2065 S Cherokee St,Denver,39.6796157,-104.9914879,102308.0,Multifamily Housing,50.9,102308.0,550.93,2065 S CHEROKEE ST
C10179,7751 ZENOBIA CT,WESTMINSTER,39.8373389,-105.0521657,57947.0,SENIOR LIVING COMMUNITY,,57947,,7751 ZENOBIA CT
5499,6792 TOWER RD,DENVER,39.8196636,-104.771306,64635.0,HOTEL,,64635,,6792 TOWER RD
5405,3857 STEELE ST,DENVER,39.770468,-104.9584163,172585.0,NON-REFRIGERATED WAREHOUSE,,172585,,3857 STEELE ST
5569,1400 16th Street,Denver,39.750052,-104.9988668,286998.0,Office,33.5,286998.0,1177.30,1400 16TH STREET
6080,1045 JASMINE ST,DENVER,39.7327516,-104.918604,84870.0,OTHER - LODGING/RESIDENTIAL,,84870,,1045 JASMINE ST
6205,6618 E LOWRY BLVD,DENVER,39.7160367,-104.9112887,74260.0,MULTIFAMILY HOUSING,,74260,,6618 E LOWRY BLVD
5388,3460-3462 Larimer St,Denver,39.7665422,-104.9746783,54602.0,Multifamily Housing,51.3,63274.0,310.41,3462 LARIMER ST.
5233,1644 Platte Street,Denver,39.7579008,-105.0072605,85221.0,Office,51.7,85221.0,598.99,1644 PLATTE STREET
3749,2194 S High St,Denver,39.6772353,-104.9638696,149729.0,Residence Hall/Dormitory,61.3,149729.0,927.32,2194 S HIGH ST
5238,1653 S Colorado Blvd,Denver,39.6867716,-104.9424446,,Supermarket/Grocery Store,117.9,55305.0,715.09,1653 S. COLORADO BOULEVARD
6377,3500 BLAKE ST,DENVER,39.7684277,-104.975622,338586.0,COMMERCIAL-OFFICE,,338586,,3500 BLAKE ST
C10092,20400 E. 26th Ave,Aurora,39.7536616,-104.7486077,,Manufacturing/Industrial Plant,133.6,54430.0,568.54,20400 E 26TH AVE
C10018,1150 12TH ST,DENVER,39.7438879,-105.0010699,,,,,,1150 12TH ST
4382,5080 Leetsdale Dr,Denver,39.707551,-104.928847,88100.0,Self-Storage Facility,2.9,88100.0,32.02,5080 LEETSDALE DR
6060,1850 Chestnut Place,Denver,39.7560596,-105.0003155,112481.0,Multifamily Housing,48.4,112481.0,505.43,1850 CHESTNUT PLACE
5693,"1950 Trenton St, Denver, CO 80220","Denver,",39.7465155,-104.8958881,327476.0,Multifamily Housing,,215571.0,,1950 TRENTON ST
5626,440 14th St,Denver,39.7416115,-104.9928295,306000.0,Hotel,104.0,254327.0,2156.23,440 14TH STREET
3799,2500 S York St,denver,39.6707545,-104.9602848,55892.0,Multifamily Housing,79.1,55892.0,309.08,2500 S YORK ST
5868,601 BROADWAY,DENVER,39.7258761,-104.9880491,268659.0,ENCLOSED MALL,,268659,,601 BROADWAY
5406,3875 STEELE ST,DENVER,39.7699742,-104.9507135,100093.0,NON-REFRIGERATED WAREHOUSE,,100093,,3875 STEELE ST
4658,7555 E HAMPDEN AVE,DENVER,39.6546125,-104.9021041,128297.0,OFFICE,,128297,,7555 E HAMPDEN AVE
4662,7395 E Eastman Ave,Denver,39.6572063,-104.9025873,321318.0,Multifamily Housing,,299186.0,,7395 E EASTMAN AVE
5807,1375 Champa St,Denver,39.7446567,-104.9967709,180881.0,Performing Arts,140.7,213944.0,2337.93,1375 CHAMPA ST
4453,1651 South Dahlia Street,Denver,39.6863962,-104.9326797,74225.0,K-12 School,48.2,74225.0,248.18,1651 SOUTH DAHLIA STREET
5570,1670 Broadway,Denver,39.7428771,-104.9868044,790316.0,Office,50.2,790316.0,4469.66,1670 BROADWAY
5462,511 16th Street,Denver,39.7440842,-104.9904468,95430.0,Office,83.9,95710.0,775.01,511 16TH STREET
5391,3515 Ringsby Ct.,Denver,39.7736441,-104.9812855,50430.0,Multifamily Housing,45.2,54966.0,238.04,3515 RINGSBY COURT
5582,7000 E Quincy Avenue,Denver,39.6379509,-104.9077327,168200.0,Multifamily Housing,34.6,210068.0,572.93,7000 E QUINCY AVENUE
5763,705 S. Alton Way,Denver,39.7018457,-104.8806479,61030.0,Multifamily Housing,38.3,61030.0,174.26,705 S. ALTON WAY
5871,210 St Paul st,Denver,39.7197419,-104.9506584,118139.0,Multifamily Housing,50.9,154193.0,834.49,210 ST. PAUL ST.
5394,3550 W 13th Ave,Denver,39.7363781,-105.0341523,70244.0,Multifamily Housing,86.3,49019.0,334.80,3550 W 13TH AVE
4446,4295 East Mexico Avenue,Denver,39.6864753,-104.9374726,119768.0,Multifamily Housing,47.5,137387.0,412.81,4295 E MEXICO AVE
3750,2150 E. Evans,Denver,39.6779012,-104.9618338,162780.0,Library,25.5,162780.0,423.30,2150 E. EVANS
5837,9410 E 40th Avenue,Denver,39.7716273,-104.880669,646975.0,Distribution Center,26.9,600689.0,1813.30,9410 E 40TH AVENUE
5843,3330 Brighton Blvd,Denver,39.7687416,-104.9805586,112885.0,Parking,167.5,84874.0,1362.32,3330 BRIGHTON BLVD
6273,1701 Platte St,Denver,39.7590206,-105.0065238,265054.0,Office,33.7,265054.0,1174.74,1701 PLATTE STREET
5627,5503 N Havana Street,Denver,39.7628707,-104.8656002,261027.0,Distribution Center,24.8,251591.0,509.04,5503 HAVANA ST
4679,3185 South Willow Street,Denver,39.657781,-104.8922156,59546.0,K-12 School,72.6,59546.0,366.66,3185 SOUTH WILLOW STREET
4387,4600 E Kentucky Ave,Denver,39.6996319,-104.9334152,81354.0,Multifamily Housing,70.2,94600.0,474.84,4600 E KENTUCKY AVE
5765,700 S. Alton Way,Denver,39.7026832,-104.8799046,61030.0,Multifamily Housing,38.1,61030.0,176.60,700 S. ALTON WAY
C16345,4977 WELD COUNTY ROAD 59 ST,KEENESBURG,40.1302385,-104.5091976,80000.0,EDUCATION,,80000,,4977 WELD COUNTY ROAD 59 ST
5845,3501 WAZEE ST,DENVER,39.7692935,-104.9771765,160000.0,MIXED USE PROPERTY,,160000,,3501 WAZEE ST
5455,4949 South Syracuse Street,Denver,39.6259907,-104.9001829,66713.0,Office,63.5,75167.0,406.76,4949 S SYRACUSE STREET
6178,233 Clayton ST,Denver,39.7202074,-104.9562083,59929.0,Hotel,207.9,59929.0,1087.30,233 N CLAYTON ST
4010,240 S Monaco Pkwy,Denver,39.7130481,-104.9125453,841035.0,Multifamily Housing,66.2,841035.0,4301.03,240 S MONACO PKWY
5395,3625 S. Verbena St.,Denver,39.651041,-104.8930791,96271.0,Multifamily Housing,62.4,96271.0,448.06,3625 S. VERBENA STREET
5602,2626 Osceola Street,Denver,39.7570101,-105.0372613,268406.0,Multifamily Housing,,155586.0,,2626 OSCEOLA STREET
5397,3655 S Verbena Street,Denver,39.6499127,-104.8932616,84008.0,Multifamily Housing,,84008.0,,3655 S VERBENA STREET
6104,1721 E. 19th Avenue,Denver,39.7467536,-104.9669324,62812.0,Parking,,85945.0,,1721 E. 19TH AVENUE
5410,3800 Monaco Parkway,Denver,39.7697533,-104.9122395,82858.0,Self-Storage Facility,8.7,123583.0,115.25,3800 MONACO PARKWAY
6037,3110 S Wadsworth Blvd,Lakewood,39.6624647,-105.0808388,74521.0,Self-Storage Facility,10.3,74521.0,78.73,3110 S WADSWORTH BLVD
6180,44 N PONTIAC ST,DENVER,39.7178007,-104.9057642,107627.0,PARKING,,107627,,44 N PONTIAC ST
4660,7777 E Hampden Ave,DENVER,39.6558487,-104.9015641,134933.0,Retail Store,37.9,134933.0,568.17,7777 E HAMPDEN AVE
5411,3900 E. 45TH AVENUE,DENVER,39.7777111,-104.9416232,70993.0,SELF-STORAGE FACILITY,,70993,,3900 E. 45TH AVENUE
3751,2222 South High St.,Denver,39.6764009,-104.9645673,154595.0,Residence Hall/Dormitory,86.6,154595.0,1211.20,2222 SOUTH HIGH ST.
6379,9345 E 56TH AVE,DENVER,39.7998512,-104.8809247,343830.0,RESIDENTIAL-MULTI,,343830,,9345 E 56TH AVE
4388,950 South Cherry Street,Denver,39.6989141,-104.9332096,226000.0,Office,59.2,226195.0,1856.43,950 S CHERRY STREET
5605,1201 Broadway,Denver,39.7354764,-104.9878313,175897.0,Hotel,,175897.0,,1201 BROADWAY
6074,5307 E Yale Ave,Denver,39.6677427,-104.9272455,76754.0,Multifamily Housing,44.1,76754.0,334.17,5307 E YALE AVE
6166,2600 Welton,Denver,39.7538734,-104.9788816,53032.0,Multifamily Housing,37.2,125864.0,547.32,2600 WELTON ST
4020,8101 East Lowry Blvd,Denver,39.7179412,-104.8954148,78305.0,Medical Office,70.6,78305.0,668.68,8101 EAST LOWRY BLVD
6038,4501 N WASHINGTON ST,DENVER,39.7545966,-104.9781343,117981.0,Government,,117981,,4501 N WASHINGTON ST
5723,1980-2000 South Colorado Boulevard,Denver,39.6807384,-104.9372718,382933.0,Office,90.0,150000.0,1309.82,2000 S. COLORADO
